ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_2776007	0.98191	6.28E-01	0.5053002	-5.80318	0.04658495	Calcr	calcitonin receptor
ILMN_2579510	0.98191	6.28E-01	0.5051994	-5.80324	0.06496168	Ubiad1	UbiA prenyltransferase domain containing 1
ILMN_1252582	0.98191	6.28E-01	0.5051647	-5.80325	0.03604106	Plagl1	pleiomorphic adenoma gene-like 1
ILMN_2626516	0.98191	6.28E-01	-0.5050954	-5.80329	-0.04966696	Sprr2d	small proline-rich protein 2D
ILMN_2641040	0.98191	6.28E-01	-0.5050387	-5.80332	-0.05653459	Wdr96	WD repeat domain 96
ILMN_2659143	0.98191	6.28E-01	0.5050167	-5.80333	0.05671196	Hc	hemolytic complement
ILMN_1216802	0.98191	6.28E-01	0.5049947	-5.80334	0.10761292	Bad	BCL2-associated agonist of cell death
ILMN_3162214	0.98191	6.28E-01	-0.5049764	-5.80335	-0.03971173	Hemt1	hematopoietic cell transcript 1
ILMN_1212874	0.98191	6.28E-01	-0.5048974	-5.80339	-0.04315939		
ILMN_2665736	0.98191	6.28E-01	-0.5048904	-5.80339	-0.04957579	Dcbld2	"discoidin, CUB and LCCL domain containing 2"
ILMN_2791963	0.98191	6.28E-01	0.5048337	-5.80342	0.06593396	E2f6	E2F transcription factor 6
ILMN_1216220	0.98191	6.28E-01	-0.504742	-5.80347	-0.07493986		
ILMN_1254548	0.98191	6.28E-01	-0.5047082	-5.80349	-0.05271122	Cdk12	cyclin-dependent kinase 12
ILMN_2564036	0.98191	6.28E-01	-0.5046824	-5.8035	-0.06727949		
ILMN_1228253	0.98191	6.28E-01	0.5046748	-5.8035	0.04153766	Emc3	ER membrane protein complex subunit 3
ILMN_2502673	0.98191	6.28E-01	-0.5046713	-5.80351	-0.0564072	Rps24	ribosomal protein S24
ILMN_2798753	0.98191	6.28E-01	0.5046669	-5.80351	0.09537884	Gnl2	guanine nucleotide binding protein-like 2 (nucleolar)
ILMN_2571081	0.98191	6.28E-01	0.5046622	-5.80351	0.04706486	Ano10	anoctamin 10
ILMN_2856628	0.98191	6.28E-01	0.5046093	-5.80354	0.0490565	Fam50a	"family with sequence similarity 50, member A"
ILMN_2730729	0.98191	6.28E-01	0.504605	-5.80354	0.06494296	Gid8	GID complex subunit 8 homolog (S. cerevisiae)
ILMN_1253648	0.98191	6.28E-01	0.5045555	-5.80357	0.08791394	Wdr33	WD repeat domain 33
ILMN_1249846	0.98191	6.28E-01	0.5045383	-5.80358	0.04299786	Cpeb4	cytoplasmic polyadenylation element binding protein 4
ILMN_2672379	0.98191	6.28E-01	-0.5045009	-5.80359	-0.05132111	Ptbp2	polypyrimidine tract binding protein 2
ILMN_2660862	0.98191	6.28E-01	0.5043816	-5.80366	0.05832508	Sepn1	"selenoprotein N, 1"
ILMN_2742379	0.98191	6.28E-01	-0.5043618	-5.80367	-0.04629429	Sorbs2	sorbin and SH3 domain containing 2
ILMN_2658654	0.98191	6.28E-01	0.5043603	-5.80367	0.04997104	Acsf3	acyl-CoA synthetase family member 3
ILMN_2621057	0.98191	6.28E-01	-0.5043506	-5.80367	-0.04870336	Ccdc88a	coiled coil domain containing 88A
ILMN_2490746	0.98191	6.28E-01	-0.5043422	-5.80368	-0.04649526	Zfp518a	zinc finger protein 518A
ILMN_1242751	0.98191	6.28E-01	0.5042859	-5.8037	0.06183726	Camkmt	calmodulin-lysine N-methyltransferase
ILMN_2610885	0.98191	6.28E-01	-0.5042484	-5.80372	-0.04503516	Atp6v0d2	"ATPase, H+ transporting, lysosomal V0 subunit D2"
ILMN_2659224	0.98191	6.28E-01	0.5042466	-5.80372	0.04941472	Cspg4	chondroitin sulfate proteoglycan 4
ILMN_1243625	0.98191	6.28E-01	0.5041918	-5.80375	0.0749233	Ccdc85a	coiled-coil domain containing 85A
ILMN_3135037	0.98191	6.29E-01	0.5039174	-5.80389	0.05477312	Pknox2	Pbx/knotted 1 homeobox 2
ILMN_2877443	0.98191	6.29E-01	-0.5039166	-5.80389	-0.10193562	Abhd2	abhydrolase domain containing 2
ILMN_1222598	0.98191	6.29E-01	0.5039143	-5.8039	0.07423181		
ILMN_2766930	0.98191	6.29E-01	0.5038834	-5.80391	0.10674267	Faah	fatty acid amide hydrolase
ILMN_2725523	0.98191	6.29E-01	-0.5038378	-5.80393	-0.04991354	Htr2a	5-hydroxytryptamine (serotonin) receptor 2A
ILMN_2899863	0.98191	6.29E-01	-0.5038202	-5.80394	-0.12797907	Tnf	tumor necrosis factor
ILMN_1258763	0.98191	6.29E-01	0.5037523	-5.80398	0.04038455	1700001C07Rik	RIKEN cDNA 1700001C07 gene
ILMN_1242729	0.98191	6.29E-01	0.5037511	-5.80398	0.0377059		
ILMN_1217106	0.98191	6.29E-01	-0.5036723	-5.80402	-0.04126497		
ILMN_1222673	0.98191	6.29E-01	-0.5035868	-5.80406	-0.04774321		
ILMN_2613492	0.98191	6.29E-01	0.5035753	-5.80407	0.08637906	Fra10ac1	FRA10AC1 homolog (human)
ILMN_2981643	0.98191	6.29E-01	0.5035374	-5.80409	0.04233207	Ubr3	ubiquitin protein ligase E3 component n-recognin 3
ILMN_2745775	0.98191	6.29E-01	0.5035149	-5.8041	0.03891268		
ILMN_2759095	0.98191	6.29E-01	0.5034549	-5.80413	0.03903513	Dhrs3	dehydrogenase/reductase (SDR family) member 3
ILMN_2644821	0.98191	6.29E-01	0.5033884	-5.80416	0.0438607	Pdzd4	PDZ domain containing 4
ILMN_2773900	0.98191	6.29E-01	0.5033826	-5.80417	0.05133815	Glipr2	GLI pathogenesis-related 2
ILMN_1248614	0.98191	6.29E-01	-0.5033476	-5.80419	-0.03913167	Syne1	synaptic nuclear envelope 1
ILMN_1236857	0.98191	6.29E-01	-0.5032689	-5.80423	-0.06050177		
ILMN_1238902	0.98191	6.29E-01	0.5032533	-5.80423	0.05211077	Lpp	LIM domain containing preferred translocation partner in lipoma
ILMN_2739965	0.98191	6.29E-01	-0.5032002	-5.80426	-0.04308657	Csnk1d	"casein kinase 1, delta"
ILMN_2420246	0.98191	6.29E-01	0.503194	-5.80426	0.06356004		
ILMN_2737328	0.98191	6.29E-01	-0.503156	-5.80428	-0.05785013	Tet3	tet methylcytosine dioxygenase 3
ILMN_1227991	0.98191	6.29E-01	-0.5031355	-5.80429	-0.03696664	Snapc3	"small nuclear RNA activating complex, polypeptide 3"
ILMN_2755204	0.98191	6.29E-01	-0.5030714	-5.80433	-0.06258517	Slc28a3	"solute carrier family 28 (sodium-coupled nucleoside transporter), member 3"
ILMN_2832620	0.98191	6.29E-01	0.5030615	-5.80433	0.08813854	Rfx1	"regulatory factor X, 1 (influences HLA class II expression)"
ILMN_1253137	0.98191	6.29E-01	0.5030601	-5.80433	0.04230759	Gng3	"guanine nucleotide binding protein (G protein), gamma 3"
ILMN_3043169	0.98191	6.29E-01	0.5030219	-5.80435	0.05108174	Pitx2	paired-like homeodomain transcription factor 2
ILMN_2765970	0.98191	6.29E-01	0.50301	-5.80436	0.04645164	Katna1	katanin p60 (ATPase-containing) subunit A1
ILMN_1250484	0.98191	6.29E-01	0.5030035	-5.80436	0.04305113	Zfp458	zinc finger protein 458
ILMN_2577493	0.98191	6.29E-01	-0.5029938	-5.80437	-0.05692075	Unkl	unkempt-like (Drosophila)
ILMN_2991930	0.98191	6.29E-01	-0.502992	-5.80437	-0.04553404	Spock3	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3"
ILMN_1251442	0.98191	6.29E-01	-0.5029891	-5.80437	-0.04769989	Arid1b	AT rich interactive domain 1B (SWI-like)
ILMN_2744006	0.98191	6.29E-01	0.5029624	-5.80438	0.03999604	Mtap6	microtubule-associated protein 6
ILMN_1220958	0.98191	6.29E-01	0.5029565	-5.80439	0.07592492		
ILMN_1223831	0.98191	6.29E-01	0.5029268	-5.8044	0.04218555		
ILMN_2544376	0.98191	6.29E-01	0.5029227	-5.8044	0.04496591	Rftn2	raftlin family member 2
ILMN_1235407	0.98191	6.29E-01	-0.502891	-5.80442	-0.05126846		
ILMN_1234331	0.98191	6.29E-01	-0.5028577	-5.80444	-0.06000776		
ILMN_2458376	0.98191	6.29E-01	0.5028441	-5.80444	0.06303434	5330426P16Rik	RIKEN cDNA 5330426P16 gene
ILMN_2581279	0.98191	6.29E-01	0.5026931	-5.80452	0.03689125	4932438A13Rik	RIKEN cDNA 4932438A13 gene
ILMN_1237918	0.98191	6.29E-01	-0.5026635	-5.80454	-0.04041456		
ILMN_2982771	0.98191	6.29E-01	0.502641	-5.80455	0.04364884	Fgf10	fibroblast growth factor 10
ILMN_1259173	0.98191	6.29E-01	0.5026362	-5.80455	0.04300918		
ILMN_1227296	0.98191	6.29E-01	-0.5026177	-5.80456	-0.052159	Dmrt2	doublesex and mab-3 related transcription factor 2
ILMN_2771441	0.98191	6.29E-01	-0.5026106	-5.80456	-0.06298536	Tapt1	transmembrane anterior posterior transformation 1
ILMN_2923285	0.98191	6.29E-01	-0.5025993	-5.80457	-0.04256442	Rnf32	ring finger protein 32
ILMN_2451769	0.98191	6.30E-01	-0.5025845	-5.80458	-0.04991099	Kdm2b	lysine (K)-specific demethylase 2B
ILMN_2534787	0.98191	6.30E-01	0.5025663	-5.80459	0.03813579		
ILMN_2622260	0.98191	6.30E-01	0.5025449	-5.8046	0.04455328		
ILMN_1227616	0.98191	6.30E-01	-0.5025043	-5.80462	-0.04104624	Mettl15	methyltransferase like 15
ILMN_1250029	0.98191	6.30E-01	0.5024514	-5.80464	0.04435699		
ILMN_2884780	0.98191	6.30E-01	-0.5024362	-5.80465	-0.05184503	Slitrk3	"SLIT and NTRK-like family, member 3"
ILMN_2444540	0.98191	6.30E-01	-0.5024336	-5.80465	-0.0494281	Lss	lanosterol synthase
ILMN_2596152	0.98191	6.30E-01	-0.502408	-5.80467	-0.05614561	Unc80	unc-80 homolog (C. elegans)
ILMN_2650936	0.98191	6.30E-01	-0.5023867	-5.80468	-0.04100806	Chrnb4	"cholinergic receptor, nicotinic, beta polypeptide 4"
ILMN_3148550	0.98191	6.30E-01	0.5023768	-5.80468	0.06081814	Golm1	golgi membrane protein 1
ILMN_2612868	0.98191	6.30E-01	0.5023501	-5.8047	0.04633076	Etnk2	ethanolamine kinase 2
ILMN_1257289	0.98191	6.30E-01	-0.5023458	-5.8047	-0.04369834		
ILMN_2421388	0.98191	6.30E-01	-0.5023363	-5.8047	-0.0441511	Pmch	pro-melanin-concentrating hormone
ILMN_2530361	0.98191	6.30E-01	0.5023325	-5.80471	0.04729795		
ILMN_1225565	0.98191	6.30E-01	-0.5022746	-5.80473	-0.04756497	Igf1	insulin-like growth factor 1
ILMN_2722863	0.98191	6.30E-01	0.5022554	-5.80474	0.05139714	Ccdc55	coiled-coil domain containing 55
ILMN_1244805	0.98191	6.30E-01	0.502253	-5.80475	0.05069925	Rpgr	retinitis pigmentosa GTPase regulator
ILMN_2880794	0.98191	6.30E-01	-0.5021559	-5.8048	-0.0538116	Gapvd1	GTPase activating protein and VPS9 domains 1
ILMN_1219877	0.98191	6.30E-01	-0.5021421	-5.8048	-0.04296938	Samd8	sterile alpha motif domain containing 8
ILMN_2582048	0.98191	6.30E-01	-0.5021389	-5.8048	-0.05461699	Sp3	trans-acting transcription factor 3
ILMN_2479681	0.98191	6.30E-01	0.5020877	-5.80483	0.11493438	Mex3a	mex3 homolog A (C. elegans)
ILMN_2679749	0.98191	6.30E-01	0.5020708	-5.80484	0.03774686	4930415F15Rik	RIKEN cDNA 4930415F15 gene
ILMN_2656380	0.98191	6.30E-01	0.5020504	-5.80485	0.05975014	Pitx1	paired-like homeodomain transcription factor 1
ILMN_1245994	0.98191	6.30E-01	0.5020159	-5.80487	0.15998008	Flna	"filamin, alpha"
ILMN_2841593	0.98191	6.30E-01	-0.5020127	-5.80487	-0.0425309	Fgfbp3	fibroblast growth factor binding protein 3
ILMN_1241754	0.98191	6.30E-01	0.5019888	-5.80488	0.04262083	Wdr62	WD repeat domain 62
ILMN_1214173	0.98191	6.30E-01	0.5019823	-5.80488	0.06922737	Dixdc1	DIX domain containing 1
ILMN_1248850	0.98191	6.30E-01	-0.5018762	-5.80494	-0.05192669	Gga1	"golgi associated, gamma adaptin ear containing, ARF binding protein 1"
ILMN_2469689	0.98191	6.30E-01	-0.5017654	-5.805	-0.0892664	Ubl5	ubiquitin-like 5
ILMN_2702286	0.98191	6.30E-01	0.5017459	-5.80501	0.03778418	Cacnb3	"calcium channel, voltage-dependent, beta 3 subunit"
ILMN_1216623	0.98191	6.30E-01	0.5017411	-5.80501	0.10993433		
ILMN_1243343	0.98191	6.30E-01	-0.5017288	-5.80501	-0.04161931		
ILMN_2968692	0.98191	6.30E-01	-0.5016388	-5.80506	-0.06079873	Cpa2	"carboxypeptidase A2, pancreatic"
ILMN_2471317	0.98191	6.30E-01	-0.5016258	-5.80507	-0.0408189	Ttc16	tetratricopeptide repeat domain 16
ILMN_2639674	0.98191	6.30E-01	-0.5015637	-5.8051	-0.0679169	Pcsk2	proprotein convertase subtilisin/kexin type 2
ILMN_2664686	0.98191	6.30E-01	0.50154	-5.80511	0.04040119	Chaf1b	"chromatin assembly factor 1, subunit B (p60)"
ILMN_2454677	0.98191	6.30E-01	0.5015191	-5.80512	0.16202443	Tbp	TATA box binding protein
ILMN_1225762	0.98191	6.30E-01	0.5014837	-5.80514	0.04578476	Slc12a3	"solute carrier family 12, member 3"
ILMN_1254684	0.98191	6.30E-01	0.5014733	-5.80514	0.13714783	Nmd3	NMD3 homolog (S. cerevisiae)
ILMN_2833573	0.98191	6.30E-01	0.5014688	-5.80515	0.04808345	Gab2	growth factor receptor bound protein 2-associated protein 2
ILMN_2500297	0.98191	6.30E-01	0.5014654	-5.80515	0.03720292		
ILMN_1235995	0.98191	6.30E-01	-0.5014641	-5.80515	-0.05606724	Ddx3y	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked"
ILMN_2958222	0.98191	6.30E-01	0.5013788	-5.80519	0.05766105	1700039E15Rik	RIKEN cDNA 1700039E15 gene
ILMN_2789239	0.98191	6.30E-01	-0.5012988	-5.80523	-0.10263062	Tgfbr3	"transforming growth factor, beta receptor III"
ILMN_1218896	0.98191	6.30E-01	-0.5012411	-5.80526	-0.05001577		
ILMN_1240867	0.98191	6.30E-01	0.5012185	-5.80527	0.04772524	Frg1	FSHD region gene 1
ILMN_1233149	0.98191	6.30E-01	-0.5011775	-5.8053	-0.05808293		
ILMN_2588898	0.98191	6.30E-01	0.5011493	-5.80531	0.05222969		
ILMN_2533239	0.98191	6.30E-01	-0.5011431	-5.80531	-0.04374581		
ILMN_2666173	0.98191	6.31E-01	0.5010992	-5.80534	0.05721482	Gpa33	glycoprotein A33 (transmembrane)
ILMN_1224368	0.98191	6.31E-01	-0.5010903	-5.80534	-0.0461826	Idh3g	"isocitrate dehydrogenase 3 (NAD+), gamma"
ILMN_1216599	0.98191	6.31E-01	-0.5010887	-5.80534	-0.03941166	Trim39	tripartite motif-containing 39
ILMN_1255211	0.98191	6.31E-01	0.5009974	-5.80539	0.04251316	Cpne9	copine family member IX
ILMN_1247312	0.98191	6.31E-01	0.5009358	-5.80542	0.08821925	Kpna3	karyopherin (importin) alpha 3
ILMN_2681759	0.98191	6.31E-01	-0.5008603	-5.80546	-0.0368188	4933415F23Rik	RIKEN cDNA 4933415F23 gene
ILMN_2728477	0.98191	6.31E-01	-0.5008419	-5.80547	-0.08303969	Git2	G protein-coupled receptor kinase-interactor 2
ILMN_2651565	0.98191	6.31E-01	0.5007632	-5.80551	0.04833348	Thada	thyroid adenoma associated
ILMN_2593523	0.98191	6.31E-01	-0.500727	-5.80553	-0.055172	Lce1f	late cornified envelope 1F
ILMN_1220640	0.98191	6.31E-01	0.5006337	-5.80557	0.04872469	Tm9sf4	transmembrane 9 superfamily protein member 4
ILMN_1222924	0.98191	6.31E-01	0.5006226	-5.80558	0.10390796		
ILMN_1225391	0.98191	6.31E-01	0.5006047	-5.80559	0.04473205	Foxe3	forkhead box E3
ILMN_1224518	0.98191	6.31E-01	0.5005022	-5.80564	0.07028396	Rcor1	REST corepressor 1
ILMN_2710176	0.98191	6.31E-01	-0.5005017	-5.80564	-0.04338196	Kazald1	Kazal-type serine peptidase inhibitor domain 1
ILMN_2690703	0.98191	6.31E-01	-0.5004881	-5.80565	-0.05725001	Olfr1443	olfactory receptor 1443
ILMN_2704842	0.98191	6.31E-01	0.5004658	-5.80566	0.03863872	Kif17	kinesin family member 17
ILMN_2444941	0.98191	6.31E-01	0.5004602	-5.80566	0.06827837	1500015A07Rik	RIKEN cDNA 1500015A07 gene
ILMN_2589533	0.98191	6.31E-01	0.5003963	-5.80569	0.04547239	Phb	prohibitin
ILMN_2486128	0.98191	6.31E-01	-0.5003794	-5.8057	-0.03847575	Ubqln2	ubiquilin 2
ILMN_1239029	0.98191	6.31E-01	-0.5003729	-5.80571	-0.04437327	Slc30a7	"solute carrier family 30 (zinc transporter), member 7"
ILMN_2547469	0.98191	6.31E-01	-0.5002584	-5.80576	-0.04910422	Trip11	thyroid hormone receptor interactor 11
ILMN_1230115	0.98191	6.31E-01	0.5002356	-5.80578	0.03912561	Vmn1r46	vomeronasal 1 receptor 46
ILMN_2734368	0.98191	6.31E-01	0.5002264	-5.80578	0.05074367	Mon1a	MON1 homolog A (yeast)
ILMN_2757170	0.98191	6.31E-01	0.5002258	-5.80578	0.04829731	Piwil4	piwi-like homolog 4 (Drosophila)
ILMN_1254335	0.98191	6.31E-01	-0.5001856	-5.8058	-0.05334827	Sec16b	SEC16 homolog B (S. cerevisiae)
ILMN_2917441	0.98191	6.31E-01	-0.5001662	-5.80581	-0.04632121	Rusc1	RUN and SH3 domain containing 1
ILMN_2702483	0.98191	6.31E-01	-0.5001478	-5.80582	-0.03845231	Mageb3	"melanoma antigen, family B, 3"
ILMN_1244738	0.98191	6.31E-01	-0.5001284	-5.80583	-0.05401578	Cadm3	cell adhesion molecule 3
ILMN_2742636	0.98191	6.31E-01	-0.50009	-5.80585	-0.05284244	Lipe	"lipase, hormone sensitive"
ILMN_1216684	0.98191	6.31E-01	-0.5000684	-5.80586	-0.04800082	Tmem47	transmembrane protein 47
ILMN_2667352	0.98191	6.31E-01	-0.5000677	-5.80586	-0.06871449	Glo1	glyoxalase 1
ILMN_2689773	0.98191	6.31E-01	0.5000643	-5.80586	0.05132543	Fancb	"Fanconi anemia, complementation group B"
ILMN_1256415	0.98191	6.31E-01	-0.5000509	-5.80587	-0.05783962	Pcdh8	protocadherin 8
ILMN_2544572	0.98191	6.31E-01	0.5000232	-5.80588	0.11179202	Vma21	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)
ILMN_2857143	0.98191	6.31E-01	0.4999673	-5.80591	0.11787647	Rft1	RFT1 homolog (S. cerevisiae)
ILMN_2566348	0.98191	6.31E-01	0.4999388	-5.80593	0.05079469	Gm10300	predicted gene 10300
ILMN_2526141	0.98191	6.31E-01	0.4998994	-5.80595	0.03814497		
ILMN_1230426	0.98191	6.31E-01	0.4998884	-5.80595	0.04893774		
ILMN_2526163	0.98191	6.31E-01	-0.4998518	-5.80597	-0.06377521	Atxn7l1	ataxin 7-like 1
ILMN_1247027	0.98191	6.31E-01	-0.4998432	-5.80598	-0.04297915	Spats1	"spermatogenesis associated, serine-rich 1"
ILMN_2834198	0.98191	6.31E-01	0.4998024	-5.806	0.10078776	Scn1b	"sodium channel, voltage-gated, type I, beta"
ILMN_2753300	0.98191	6.31E-01	-0.4997968	-5.806	-0.05715085	Gm7347	predicted gene 7347
ILMN_2676148	0.98191	6.31E-01	-0.4997894	-5.806	-0.06331789	Sall4	sal-like 4 (Drosophila)
ILMN_2628876	0.98191	6.31E-01	-0.4997745	-5.80601	-0.05524637	Jph2	junctophilin 2
ILMN_1243992	0.98191	6.31E-01	-0.4997435	-5.80603	-0.05716714	Ptrf	polymerase I and transcript release factor
ILMN_1258677	0.98191	6.31E-01	0.4996679	-5.80606	0.12377246	Uhrf1bp1l	UHRF1 (ICBP90) binding protein 1-like
ILMN_1239748	0.98191	6.31E-01	0.4996417	-5.80608	0.05092187	Cdkl5	cyclin-dependent kinase-like 5
ILMN_1213899	0.98191	6.31E-01	-0.4996173	-5.80609	-0.04581494	Wdr24	WD repeat domain 24
ILMN_1249955	0.98191	6.32E-01	0.4995669	-5.80612	0.05250319	Slc6a5	"solute carrier family 6 (neurotransmitter transporter, glycine), member 5"
ILMN_2473391	0.98191	6.32E-01	0.4995454	-5.80613	0.05876929	Ptbp1	polypyrimidine tract binding protein 1
ILMN_1222385	0.98191	6.32E-01	-0.4995403	-5.80613	-0.09244617	Cdc27	cell division cycle 27
ILMN_2657888	0.98191	6.32E-01	0.4994623	-5.80617	0.08854361	Secisbp2	SECIS binding protein 2
ILMN_1237599	0.98191	6.32E-01	-0.4994362	-5.80618	-0.04580516	Olfr731	olfactory receptor 731
ILMN_2683155	0.98191	6.32E-01	0.4993981	-5.8062	0.04072232	1600012F09Rik	RIKEN cDNA 1600012F09 gene
ILMN_1250350	0.98191	6.32E-01	0.4993484	-5.80623	0.0485774	Skint3	selection and upkeep of intraepithelial T cells 3
ILMN_1252989	0.98191	6.32E-01	-0.499346	-5.80623	-0.04002896	2510003E04Rik	RIKEN cDNA 2510003E04 gene
ILMN_1260025	0.98191	6.32E-01	-0.4992983	-5.80625	-0.04851401	ORF63	open reading frame 63
ILMN_1214957	0.98191	6.32E-01	0.4992893	-5.80626	0.03676654	1700125H20Rik	RIKEN cDNA 1700125H20 gene
ILMN_2646744	0.98191	6.32E-01	0.4992618	-5.80627	0.09270519	4921509C19Rik	RIKEN cDNA 4921509C19 gene
ILMN_2783557	0.98191	6.32E-01	0.4992335	-5.80629	0.09637341	Ctu1	cytosolic thiouridylase subunit 1 homolog (S. pombe)
ILMN_2600104	0.98191	6.32E-01	0.4991924	-5.80631	0.048502	Hif1an	"hypoxia-inducible factor 1, alpha subunit inhibitor"
ILMN_1244830	0.98191	6.32E-01	0.4991698	-5.80632	0.06885934	4933429H19Rik	RIKEN cDNA 4933429H19 gene
ILMN_2454230	0.98191	6.32E-01	0.4991616	-5.80632	0.04708183	Vti1a	vesicle transport through interaction with t-SNAREs homolog 1A (yeast)
ILMN_2679077	0.98191	6.32E-01	-0.4991255	-5.80634	-0.05361562	Nhp2	NHP2 ribonucleoprotein homolog (yeast)
ILMN_2518857	0.98191	6.32E-01	0.4990778	-5.80636	0.04011246	4930421P07Rik	RIKEN cDNA 4930421P07 gene
ILMN_2615448	0.98191	6.32E-01	0.499048	-5.80638	0.04916462	Wdr92	WD repeat domain 92
ILMN_1245195	0.98191	6.32E-01	-0.4990365	-5.80639	-0.04859952	Tnfaip8l3	"tumor necrosis factor, alpha-induced protein 8-like 3"
ILMN_1235470	0.98191	6.32E-01	-0.4989877	-5.80641	-0.09168361	Hnrnpc	heterogeneous nuclear ribonucleoprotein C
ILMN_2634235	0.98191	6.32E-01	-0.4989719	-5.80642	-0.06330738	Lrrc33	leucine rich repeat containing 33
ILMN_1224140	0.98191	6.32E-01	0.4989632	-5.80642	0.04544576		
ILMN_2535490	0.98191	6.32E-01	0.498821	-5.80649	0.04585706		
ILMN_2686898	0.98191	6.32E-01	0.4987976	-5.80651	0.04655745	Aaas	"achalasia, adrenocortical insufficiency, alacrimia"
ILMN_1226921	0.98191	6.32E-01	0.4987713	-5.80652	0.11531478		
ILMN_1260593	0.98191	6.32E-01	-0.4987585	-5.80653	-0.05153136	1700052N19Rik	RIKEN cDNA 1700052N19 gene
ILMN_1242600	0.98191	6.32E-01	0.4987424	-5.80653	0.05693909		
ILMN_1257744	0.98191	6.32E-01	-0.4987162	-5.80655	-0.05350657		
ILMN_1252057	0.98191	6.32E-01	-0.4986852	-5.80656	-0.05198903	Fbxo31	F-box protein 31
ILMN_1240895	0.98191	6.32E-01	0.498649	-5.80658	0.06732698	Mtap2	microtubule-associated protein 2
ILMN_2491318	0.98191	6.32E-01	0.498641	-5.80659	0.04131518		
ILMN_2428034	0.98191	6.32E-01	0.4986401	-5.80659	0.09846759		
ILMN_2549885	0.98191	6.32E-01	-0.4986226	-5.8066	-0.06918382	Tmem106b	transmembrane protein 106B
ILMN_1243159	0.98191	6.32E-01	0.4985992	-5.80661	0.04339314	Dync1li1	dynein cytoplasmic 1 light intermediate chain 1
ILMN_2564524	0.98191	6.32E-01	-0.4985976	-5.80661	-0.05375779	Usp25	ubiquitin specific peptidase 25
ILMN_2816271	0.98191	6.32E-01	0.4985409	-5.80664	0.05304894	Dcpp2	demilune cell and parotid protein 2
ILMN_1224900	0.98191	6.32E-01	-0.4985007	-5.80666	-0.03753304	Cyp4f16	"cytochrome P450, family 4, subfamily f, polypeptide 16"
ILMN_2885470	0.98191	6.32E-01	0.4984759	-5.80667	0.0369241	4930524B15Rik	RIKEN cDNA 4930524B15 gene
ILMN_1241892	0.98191	6.32E-01	0.4984684	-5.80667	0.07130201	Sod3	"superoxide dismutase 3, extracellular"
ILMN_1227729	0.98191	6.32E-01	-0.4984678	-5.80667	-0.0398749	Baiap3	BAI1-associated protein 3
ILMN_2565428	0.98191	6.32E-01	-0.4984126	-5.8067	-0.06259342	Upf2	UPF2 regulator of nonsense transcripts homolog (yeast)
ILMN_2635633	0.98191	6.32E-01	0.4983702	-5.80672	0.07631027	Smu1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)
ILMN_2716567	0.98191	6.32E-01	0.4983183	-5.80675	0.05125861	Bnip3l	BCL2/adenovirus E1B interacting protein 3-like
ILMN_1234742	0.98191	6.32E-01	-0.4982332	-5.80679	-0.04887382	Armcx3	"armadillo repeat containing, X-linked 3"
ILMN_2798255	0.98191	6.32E-01	0.4982196	-5.8068	0.10942673	Pigp	"phosphatidylinositol glycan anchor biosynthesis, class P"
ILMN_2475864	0.98191	6.32E-01	-0.4982033	-5.80681	-0.06214005	Ubp1	upstream binding protein 1
ILMN_2805144	0.98191	6.32E-01	0.498165	-5.80683	0.04306645	Capn8	calpain 8
ILMN_3095279	0.98191	6.32E-01	0.4981496	-5.80684	0.09283896	Kctd14	potassium channel tetramerisation domain containing 14
ILMN_1227552	0.98191	6.33E-01	-0.4981039	-5.80686	-0.05683077	Itga8	integrin alpha 8
ILMN_2689939	0.98191	6.33E-01	0.4980436	-5.80689	0.03886677	Dhdh	dihydrodiol dehydrogenase (dimeric)
ILMN_1238850	0.98191	6.33E-01	-0.4978912	-5.80697	-0.06509482		
ILMN_2538531	0.98191	6.33E-01	-0.4978729	-5.80698	-0.08988137		
ILMN_1227593	0.98191	6.33E-01	-0.4978706	-5.80698	-0.06604033	Frat1	frequently rearranged in advanced T cell lymphomas
ILMN_1216526	0.98191	6.33E-01	0.4978569	-5.80698	0.04225296	Espl1	extra spindle poles-like 1 (S. cerevisiae)
ILMN_1224032	0.98191	6.33E-01	0.4978282	-5.807	0.05759876	Skap1	src family associated phosphoprotein 1
ILMN_2669708	0.98191	6.33E-01	-0.4978265	-5.807	-0.05634603	B3gat2	"beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)"
ILMN_2550952	0.98191	6.33E-01	-0.4978202	-5.807	-0.08264443	Ik	IK cytokine
ILMN_1256324	0.98191	6.33E-01	-0.4977912	-5.80702	-0.05781766		
ILMN_2738707	0.98191	6.33E-01	-0.497724	-5.80705	-0.04307012	Zfand4	"zinc finger, AN1-type domain 4"
